season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2016,REG,0,Chris Conley,WR,KC,7.053676470588236,2.905711445551097,10.583478260869564,18.677442868652246,44,69,63.76811594202898,530.0,0,3.0490909090909084,4.017353781923293,-0.9682628728323848,00-0032128,Christian,Conley,17,C.Conley
2016,REG,0,Tavon Austin,WR,LAR,6.977173913043478,3.1914531897961886,7.548396226415094,18.746749138961125,58,106,54.71698113207547,509.0,3,4.558620689655172,4.734016339324913,-0.1753956496697402,00-0030525,Tavon,Austin,11,T.Austin
2016,REG,0,Tyler Lockett,WR,SEA,6.808750000000001,3.353730466559719,10.760909090909092,13.854518002368197,41,66,62.121212121212125,597.0,1,5.339756097560975,5.551802066768878,-0.21204596920790308,00-0032211,Tyler,Lockett,16,
2016,REG,0,Ted Ginn,WR,CAR,6.765000000000001,2.9929793347602143,13.388736842105263,20.933328944553253,54,95,56.84210526315789,752.0,4,3.4033333333333333,4.053028916864917,-0.6496955835315834,00-0025396,Ted,Ginn,19,T.Ginn
2016,REG,0,Sammie Coates,WR,PIT,6.759795918367347,2.5239471768132433,22.00857142857143,19.283670695944497,21,49,42.857142857142854,435.0,2,5.73142857142857,6.2511791416574765,-0.519750570228906,00-0032166,Sammie,Coates,14,S.Coates
2016,REG,0,Jamison Crowder,WR,WAS,6.732235294117647,3.5934765911806594,8.656161616161617,15.00960694712764,67,99,67.67676767676768,847.0,7,5.612388059701491,5.668837136562553,-0.05644907686106215,00-0031941,Jamison,Crowder,80,J.Crowder
2016,REG,0,Cole Beasley,WR,DAL,6.70641304347826,3.4045226093913414,6.840102040816326,15.97115171557707,75,98,76.53061224489795,833.0,5,4.960799999999999,5.173482953247786,-0.2126829532477874,00-0029000,Cole,Beasley,11,C.Beasley
2016,REG,0,Doug Baldwin,WR,SEA,6.618867924528302,3.0698670212862265,9.402640000000002,22.927586724850627,94,125,75.2,1128.0,7,4.890212765957448,5.133962746947246,-0.24374998098979805,00-0028434,Doug,Baldwin,89,D.Baldwin
2016,REG,0,Brian Quick,WR,LAR,6.5464864864864865,2.1667962782834436,12.272597402597402,22.14076521168669,41,77,53.246753246753244,564.0,3,4.0407317073170725,2.8924003875388005,1.148331319778272,00-0029640,Brian,Quick,83,B.Quick
2016,REG,0,Allen Hurns,WR,JAX,6.539999999999999,2.5354071227099957,10.768552631578947,14.977015028072408,35,76,46.05263157894737,477.0,3,5.987714285714287,6.157138161146571,-0.1694238754322841,00-0030821,Allen,Hurns,88,
2016,REG,0,Marquise Goodwin,WR,BUF,6.535909090909091,2.8395524838599293,15.823235294117648,22.866335707849508,29,68,42.64705882352941,413.0,3,2.337241379310345,2.2694511989066894,0.06779018040365559,00-0030068,Marquise,Goodwin,88,M.Goodwin
2016,REG,0,Quincy Enunwa,WR,NYJ,6.523205128205127,2.4327383067130066,9.661142857142856,19.326371861479288,58,105,55.23809523809524,857.0,4,6.23448275862069,5.823938358795723,0.4105443998249667,00-0031023,Onachie,Enunwa,81,Q.Enunwa
2016,REG,0,Jeremy Kerley,WR,SF,6.517843137254903,3.1494108707836843,9.171478260869563,24.796345623517404,64,115,55.65217391304348,667.0,3,3.1635937500000004,4.814907075876471,-1.6513133258764707,00-0028091,Jeremy,Kerley,17,J.Kerley
2016,REG,0,Adam Humphries,WR,TB,6.508181818181818,3.4168422148766115,5.731686746987951,7.788076824852172,55,83,66.26506024096386,622.0,2,7.180363636363635,6.426137826286846,0.7542258100767896,00-0032009,Adam,Humphries,11,A.Humphries
2016,REG,0,Steve Smith,WR,BAL,6.503258426966291,2.659959570292205,9.094158415841585,17.493096158607425,70,101,69.3069306930693,799.0,5,3.815857142857143,3.1583797895749326,0.6574773532822102,00-0020337,Steve,Smith,89,S.Smith Sr.
2016,REG,0,Larry Fitzgerald,WR,ARI,6.482462686567165,2.361345376740551,7.994866666666669,18.06210727346118,107,150,71.33333333333334,1023.0,6,3.4297196261682235,3.6251963890891172,-0.19547676292089378,00-0022921,Larry,Fitzgerald,11,L.Fitzgerald
2016,REG,0,Kenny Stills,WR,MIA,6.459189189189189,2.4815387079464912,15.291234567901233,31.584033945588118,42,81,51.85185185185185,726.0,9,4.216904761904761,3.9911371753431104,0.22576758656165063,00-0030085,Kenny,Stills,10,K.Stills
2016,REG,0,Delanie Walker,TE,TEN,6.436708860759493,2.872385966301858,10.074803921568629,21.084952890581405,65,102,63.725490196078425,800.0,7,4.013538461538461,4.14262644665172,-0.1290879851132587,00-0024389,Delanie,Walker,82,D.Walker
2016,REG,0,Tajae Sharpe,WR,TEN,6.3984337349397595,2.1180075594954255,13.749999999999996,23.416212534059948,41,83,49.39759036144578,522.0,2,2.0763414634146344,2.5077315510770437,-0.43139008766240927,00-0032778,Tajae,Sharpe,19,T.Sharpe
2016,REG,0,Quinton Patton,WR,SF,6.387096774193547,3.2223971831420024,9.913809523809523,14.683568706462632,37,63,58.730158730158735,408.0,0,5.382702702702702,5.607346103801891,-0.2246434010991889,00-0030450,Quinton,Patton,11,
2016,REG,0,Julian Edelman,WR,NE,6.381911764705882,2.688326466364714,9.4888679245283,33.82833029892644,98,159,61.63522012578616,1106.0,3,4.936836734693878,4.691841914336041,0.24499482035783693,00-0027150,Julian,Edelman,11,J.Edelman
2016,REG,0,Kyle Rudolph,TE,MIN,6.34868686868687,2.8626669857194025,7.253636363636364,23.428140782210388,83,132,62.878787878787875,840.0,7,4.387710843373493,5.252803831760446,-0.8650929883869534,00-0027981,Kyle,Rudolph,82,K.Rudolph
2016,REG,0,Zach Ertz,TE,PHI,6.3401369863013715,3.2354824947331964,8.420849056603773,18.376216180606164,78,106,73.58490566037736,816.0,4,3.41025641025641,3.96175422677523,-0.55149781651882,00-0030061,Zach,Ertz,86,Z.Ertz
2016,REG,0,Torrey Smith,WR,SF,6.306530612244898,2.3446615726191293,13.832857142857142,15.935234969542943,20,49,40.816326530612244,267.0,3,2.8299999999999996,3.82771820449765,-0.9977182044976503,00-0027996,James,Smith,82,T.Smith
2016,REG,0,Vernon Davis,TE,WAS,6.29711111111111,3.1570746620527532,9.72406779661017,10.04867403111705,44,59,74.57627118644068,581.0,2,5.239318181818178,5.863518022682522,-0.6241998408643434,00-0024221,Vernon,Davis,85,V.Davis
2016,REG,0,Marqise Lee,WR,JAX,6.254466019417476,2.5639410991592992,11.866952380952378,22.802519562846324,63,105,60.0,851.0,3,5.495238095238096,5.377943992085825,0.11729410315227096,00-0031431,Marqise,Lee,11,M.Lee
2016,REG,0,Robert Woods,WR,BUF,6.24958904109589,3.5252452115320008,11.175394736842104,18.04965232322889,51,76,67.10526315789474,613.0,1,2.693921568627452,3.551595990561848,-0.8576744219343961,00-0030431,Robert,Woods,10,R.Woods
2016,REG,0,Nelson Agholor,WR,PHI,6.24939393939394,2.292221220614623,11.44768115942029,16.261513313652102,36,69,52.17391304347826,365.0,2,3.022777777777778,3.3085145548319144,-0.2857367770541366,00-0031549,Nelson,Agholor,17,N.Agholor
2016,REG,0,Corey Brown,WR,CAR,6.243829787234042,3.172532643566693,10.083396226415093,8.795444446273102,27,53,50.943396226415096,271.0,1,4.285555555555555,5.136149336896962,-0.8505937813414075,00-0031118,Corey,Brown,10,C.Brown
2016,REG,0,Terrance Williams,WR,DAL,6.2410000000000005,2.736280469136144,12.339180327868853,17.933444996938384,44,61,72.1311475409836,594.0,4,3.530227272727274,3.8783758620246136,-0.3481485892973395,00-0030542,Terrance,Williams,83,T.Williams
2016,REG,0,Devin Funchess,WR,CAR,6.2188888888888885,2.0438195354467976,14.91310344827586,14.235447079541153,23,58,39.6551724137931,371.0,4,4.440869565217391,3.7156218601263045,0.7252477050910868,00-0032055,Devin,Funchess,17,D.Funchess
2016,REG,0,Martellus Bennett,TE,NE,6.202258064516126,3.8483187480973937,5.981095890410959,9.789773899317483,55,73,75.34246575342466,701.0,7,7.634545454545455,6.570549241761674,1.0639962127837803,00-0026201,Martellus,Bennett,88,M.Bennett
2016,REG,0,Dontrelle Inman,WR,LAC,6.201666666666666,2.8140294668635586,11.41278350515464,21.63290271017061,58,97,59.79381443298969,810.0,4,3.697241379310345,4.522543615677569,-0.8253022363672242,00-0028411,Dontrelle,Inman,15,D.Inman
2016,REG,0,Willie Snead,WR,NO,6.160833333333334,3.1229062747689325,7.415192307692308,15.131145225089476,72,104,69.23076923076923,895.0,4,5.490555555555555,5.8987406910284435,-0.4081851354728885,00-0030663,Willie,Snead,83,W.Snead
2016,REG,0,Kendall Wright,WR,TEN,6.113947368421054,2.9236142763626627,10.670930232558138,9.41470240635567,29,43,67.44186046511628,416.0,3,4.282068965517243,4.2750160008886615,0.007052964628581293,00-0029708,Kendall,Wright,13,
2016,REG,0,Jeremy Maclin,WR,KC,6.089722222222221,2.359351389758836,11.47078947368421,22.297019067227644,44,76,57.89473684210527,536.0,2,3.0922727272727273,4.092893911358023,-1.0006211840852957,00-0026995,Jeremy,Maclin,19,J.Maclin
2016,REG,0,Dorial Green-Beckham,WR,PHI,6.060675675675677,2.563052271581774,10.718243243243242,16.328627131275447,36,74,48.64864864864865,392.0,2,3.972777777777779,4.521596847706784,-0.5488190699290048,00-0032218,Dorial,Green-Beckham,18,D.Green-Beckham
2016,REG,0,Antonio Gates,TE,LAC,6.002941176470588,2.780626610006133,8.80032258064516,15.993113677089296,53,93,56.98924731182796,548.0,7,3.593962264150945,4.03212116479877,-0.43815890064782526,00-0021547,Antonio,Gates,85,A.Gates
2016,REG,0,Eddie Royal,WR,CHI,6.001538461538462,3.4033791125456756,6.278604651162791,5.112608816684247,33,43,76.74418604651163,369.0,2,5.806969696969698,4.812983622153232,0.9939860748164655,00-0026182,William,Royal,19,
2016,REG,0,Michael Crabtree,WR,LV,5.976,2.2610439900519386,11.564206896551722,33.81708470556441,89,145,61.37931034482759,1003.0,8,2.8544943820224717,2.9213318859195905,-0.06683750389711873,00-0026986,Michael,Crabtree,15,M.Crabtree
2016,REG,0,Will Tye,TE,NYG,5.958979591836734,3.1137151586508343,6.310428571428572,9.017087823369351,48,70,68.57142857142857,395.0,1,3.900208333333333,4.710295345632935,-0.810087012299602,00-0032004,Will,Tye,45,W.Tye
2016,REG,0,John Brown,WR,ARI,5.953538461538462,3.0329399275355704,14.793150684931504,16.26482796845536,39,73,53.42465753424658,517.0,2,2.543589743589744,2.9881372626622,-0.44454751907245615,00-0031051,John,Brown,12,Jo.Brown
2016,REG,0,Will Fuller,WR,HOU,5.9513043478260865,2.4641349009064295,16.31815217391304,27.547906570489577,47,92,51.08695652173913,630.0,2,4.40531914893617,3.8330119462709957,0.5723072026651739,00-0033127,Will,Fuller,15,W.Fuller
2016,REG,0,Julius Thomas,TE,JAX,5.937297297297298,2.7815903034858867,7.500392156862744,7.00016836125934,30,51,58.82352941176471,281.0,4,3.4149999999999996,5.014092823864234,-1.5990928238642348,00-0028067,Julius,Thomas,80,J.Thomas
2016,REG,0,Victor Cruz,WR,NYG,5.933239436619719,2.302431165814381,12.060833333333333,17.726345786017426,39,72,54.166666666666664,586.0,1,5.034102564102564,4.363149423630718,0.6709531404718456,00-0027265,Victor,Cruz,80,V.Cruz
2016,REG,0,Charles Clay,TE,BUF,5.91469696969697,2.9838895011323423,8.386436781609195,15.505618932657816,57,87,65.51724137931035,552.0,4,3.301578947368421,4.227583791080095,-0.9260048437116737,00-0028112,Charles,Clay,85,C.Clay
2016,REG,0,J.J. Nelson,WR,ARI,5.903783783783784,2.930463344543924,18.28689189189189,20.381566026255072,34,74,45.94594594594595,568.0,6,4.763529411764705,3.560307056586412,1.2032223551782932,00-0032112,J.J.,Nelson,14,J.Nelson
2016,REG,0,Travis Kelce,TE,KC,5.856979166666666,2.951007312146734,6.951452991452991,20.80182104172794,85,117,72.64957264957265,1125.0,4,7.808235294117647,6.626935864786441,1.1812994293312062,00-0030506,Travis,Kelce,87,T.Kelce
2016,REG,0,Jarvis Landry,WR,MIA,5.838512396694215,2.8540156097702063,6.477022900763359,21.636487427229405,94,131,71.7557251908397,1136.0,4,6.5420212765957455,4.765788367723645,1.7762329088721005,00-0031382,Jarvis,Landry,14,J.Landry
2016,REG,0,Jimmy Graham,TE,SEA,5.831358024691358,2.7336437460144496,10.235052631578947,18.967592421000067,65,95,68.42105263157895,923.0,6,4.932307692307693,5.363517432030498,-0.43120973972280563,00-0027696,Jimmy,Graham,88,J.Graham
2016,REG,0,Robby Anderson,WR,NYJ,5.827012987012988,2.650123451884849,17.044615384615387,25.32878380000344,42,78,53.84615384615385,587.0,2,2.562380952380952,3.241109425509326,-0.6787284731283738,00-0032688,Robby,Anderson,11,R.Anderson
2016,REG,0,Emmanuel Sanders,WR,DEN,5.801908396946566,2.6294746835319396,13.349635036496348,33.745161206995164,79,137,57.66423357664233,1032.0,5,3.0115189873417716,3.434979642493257,-0.42346065515148545,00-0027685,Emmanuel,Sanders,10,
2016,REG,0,Michael Floyd,WR,NE,5.790800000000001,2.4188990618470334,15.569605263157897,17.82202823112654,37,76,48.68421052631579,488.0,5,1.7421621621621628,3.2119723014238137,-1.469810139261651,00-0029638,Michael,Floyd,14,
2016,REG,0,Mike Wallace,WR,BAL,5.773706896551724,2.713413276296051,12.511896551724137,27.64164778029596,72,116,62.06896551724138,1017.0,4,5.834722222222222,5.248995777631813,0.5857264445904091,00-0026901,Mike,Wallace,17,M.Wallace
2016,REG,0,Eric Ebron,TE,DET,5.77358208955224,2.6384070802981565,8.427529411764706,15.170266836086402,61,85,71.76470588235294,711.0,1,4.204426229508197,4.717125816423376,-0.5126995869151791,00-0031387,Eric,Ebron,85,E.Ebron
2016,REG,0,Trey Burton,TE,PHI,5.773333333333333,3.1869497163075846,7.772166666666667,9.600363979231775,37,60,61.66666666666667,327.0,1,3.4959459459459468,3.971191149853081,-0.47524520390713443,00-0030710,Trey,Burton,47,T.Burton
2016,REG,0,Jordy Nelson,WR,GB,5.76867132867133,2.6681548219983333,13.011644736842106,34.56401114985014,97,152,63.81578947368421,1257.0,14,3.6707216494845354,3.573893585463259,0.0968280640212762,00-0026176,Jordy,Nelson,87,J.Nelson
2016,REG,0,Mike Evans,WR,TB,5.75391812865497,2.163240825809149,15.538265895953751,44.006653089823246,96,173,55.49132947976878,1321.0,12,1.8864583333333333,2.430979800013174,-0.5445214666798408,00-0031408,Mike,Evans,13,M.Evans
2016,REG,0,Breshad Perriman,WR,BAL,5.747812499999999,2.4194923691791534,14.853787878787879,18.67084388748167,33,66,50.0,499.0,3,5.206666666666667,4.576497889828196,0.6301687768384712,00-0032054,Breshad,Perriman,18,B.Perriman
2016,REG,0,Tyler Boyd,WR,CIN,5.739218750000001,2.7718562673303433,9.286666666666667,15.618699583692372,54,81,66.66666666666666,603.0,1,3.802592592592593,4.841715630560274,-1.039123037967681,00-0033009,Tyler,Boyd,83,T.Boyd
2016,REG,0,Brandon LaFell,WR,CIN,5.731634615384616,2.739646945454968,10.949252336448598,24.325861943668702,64,107,59.813084112149525,862.0,6,5.1784375,4.94749617431325,0.23094132568675008,00-0027681,Brandon,LaFell,11,B.LaFell
2016,REG,0,Eli Rogers,WR,PIT,5.7282758620689656,2.9852840665543896,9.673636363636362,11.416565338673912,48,66,72.72727272727273,594.0,3,4.457083333333332,6.358134455460146,-1.9010511221268134,00-0031782,Eli,Rogers,17,E.Rogers
2016,REG,0,Tyrell Williams,WR,LAC,5.72405172413793,2.4904903892016224,12.186218487394958,28.337883178729783,69,119,57.98319327731093,1059.0,7,6.7,7.429491204369463,-0.729491204369463,00-0032160,Tyrell,Williams,16,Ty.Williams
2016,REG,0,Mohamed Sanu,WR,ATL,5.716571428571429,2.8987122296004686,8.604938271604938,14.496189810655219,59,81,72.8395061728395,653.0,4,4.865254237288135,5.714003094942796,-0.8487488576546607,00-0029632,Mohamed,Sanu,12,M.Sanu
2016,REG,0,Kelvin Benjamin,WR,CAR,5.70698275862069,1.8022296689358688,12.72050847457627,24.703675054722606,63,118,53.38983050847458,941.0,7,3.5330158730158736,3.82995638920675,-0.29694051619087647,00-0031359,Kelvin,Benjamin,13,K.Benjamin
2016,REG,0,Cameron Meredith,WR,CHI,5.703894736842104,2.4009852270561303,10.425463917525773,19.15041083801866,66,97,68.04123711340206,888.0,4,4.340606060606061,3.6584089100349226,0.6821971505711382,00-0031912,Cameron,Meredith,81,C.Meredith
2016,REG,0,Dennis Pitta,TE,BAL,5.682278481012659,2.894067678993194,6.427851239669422,14.812691641114517,86,121,71.07438016528926,729.0,2,3.5194186046511624,4.133686698370624,-0.614268093719462,00-0027714,Dennis,Pitta,88,D.Pitta
2016,REG,0,T.Y. Hilton,WR,IND,5.66841059602649,2.596274704554486,13.26425806451613,39.32458331580015,91,155,58.70967741935483,1448.0,6,3.563516483516483,4.440398702765584,-0.8768822192491004,00-0029608,T.Y.,Hilton,13,T.Hilton
2016,REG,0,Donte Moncrief,WR,IND,5.665714285714286,2.3553823686399866,11.061428571428573,11.848100103668965,30,56,53.57142857142857,307.0,7,2.541333333333333,2.6691432801091333,-0.12780994677580004,00-0031339,Donte,Moncrief,10,
2016,REG,0,Jermaine Kearse,WR,SEA,5.618837209302327,2.4438431252579336,13.240224719101125,22.987084176213898,41,89,46.06741573033708,510.0,1,3.2639024390243914,4.155013396244512,-0.8911109572201208,00-0029159,Jermaine,Kearse,15,J.Kearse
2016,REG,0,Terrelle Pryor,WR,CLE,5.609927536231885,2.752861294475272,14.683214285714286,40.10374905137314,77,140,55.00000000000001,1007.0,4,2.371298701298701,3.3338628825424164,-0.9625641812437156,00-0028825,Terrelle,Pryor,11,T.Pryor Sr.
2016,REG,0,Corey Coleman,WR,CLE,5.606901408450705,2.752814529785125,15.20109589041096,21.64878663553025,33,73,45.20547945205479,413.0,3,2.775151515151515,3.178423348702121,-0.40327183355060603,00-0032966,Corey,Coleman,19,C.Coleman
2016,REG,0,Vance McDonald,TE,SF,5.597692307692308,2.5161572808429864,10.529555555555557,11.139688682106392,24,45,53.333333333333336,391.0,4,8.739583333333334,6.4701951891163745,2.2693881442169594,00-0030470,Vance,McDonald,89,V.McDonald
2016,REG,0,Jordan Reed,TE,WAS,5.590000000000001,3.3045504790509606,8.209438202247192,12.797119141907833,66,89,74.15730337078652,686.0,6,3.847121212121212,4.006414279793896,-0.1592930676726838,00-0030472,Jordan,Reed,86,J.Reed
2016,REG,0,Sammy Watkins,WR,BUF,5.566734693877552,2.4988699799823277,15.061346153846152,16.644069093320184,28,52,53.84615384615385,430.0,2,1.1139285714285716,2.9925420816445425,-1.878613510215971,00-0031325,Sammy,Watkins,14,S.Watkins
2016,REG,0,Jason Witten,TE,DAL,5.555873015873017,2.9891547007342023,6.9331578947368415,15.692866315791981,69,95,72.63157894736842,673.0,3,3.392753623188406,3.6573193414498,-0.2645657182613941,00-0022127,Christopher,Witten,82,J.Witten
2016,REG,0,Lance Kendricks,TE,LAR,5.545692307692308,2.5764107015080966,5.385862068965517,10.978421311590635,50,87,57.47126436781609,499.0,2,5.199200000000001,5.0896807570991855,0.1095192429008156,00-0027985,Lance,Kendricks,88,L.Kendricks
2016,REG,0,Golden Tate,WR,DET,5.496899224806202,2.7148833127247483,8.379999999999999,23.958068614993646,91,135,67.4074074074074,1077.0,4,6.556593406593406,5.65456280937491,0.9020305972184968,00-0027891,Golden,Tate,15,G.Tate
2016,REG,0,Jermaine Gresham,TE,ARI,5.487222222222222,2.978253462705127,8.18360655737705,7.518661099965662,37,61,60.65573770491803,391.0,2,3.81081081081081,3.5292522979748284,0.28155851283598166,00-0027873,Jermaine,Gresham,84,J.Gresham
2016,REG,0,Greg Olsen,TE,CAR,5.4872000000000005,2.7747084955272894,11.45720930232558,24.32448445548954,80,129,62.01550387596899,1073.0,3,4.328875000000001,5.146016252667133,-0.817141252667132,00-0025418,Greg,Olsen,88,G.Olsen
2016,REG,0,Stefon Diggs,WR,MIN,5.461467889908256,2.782359018736615,9.065357142857142,24.84340132325881,84,112,75.0,896.0,3,3.491428571428572,3.766960682954603,-0.2755321115260312,00-0031588,Stefon,Diggs,14,
2016,REG,0,Jordan Matthews,WR,PHI,5.4466363636363635,2.837310301682817,10.720598290598293,25.822556007098424,73,117,62.39316239316239,804.0,3,3.228630136986301,4.4930371308333985,-1.2644069938470976,00-0031299,Jordan,Matthews,81,
2016,REG,0,Coby Fleener,TE,NO,5.438301886792452,2.4901110304010694,9.945925925925925,15.80688453569411,50,81,61.72839506172839,631.0,3,4.138599999999999,4.81539270314684,-0.676792703146841,00-0029697,Coby,Fleener,82,C.Fleener
2016,REG,0,Tyler Eifert,TE,CIN,5.435,2.587399554321117,9.212765957446809,8.990583765040544,29,47,61.702127659574465,394.0,5,5.107586206896552,5.768340081918529,-0.6607538750219772,00-0030549,Tyler,Eifert,85,T.Eifert
2016,REG,0,C.J. Fiedorowicz,TE,HOU,5.4206153846153855,2.2804988632820247,7.329775280898875,11.970449586855713,54,89,60.67415730337079,559.0,4,3.7544444444444443,3.959375774971196,-0.20493133052675194,00-0031302,C.J.,Fiedorowicz,87,C.Fiedorowicz
2016,REG,0,Randall Cobb,WR,GB,5.407361111111111,3.4028029845932326,7.454523809523811,10.943280817189645,60,84,71.42857142857143,610.0,4,5.789500000000001,5.179236787061503,0.6102632129384986,00-0028002,Randall,Cobb,18,R.Cobb
2016,REG,0,Cameron Brate,TE,TB,5.334754098360655,2.5014328310727856,10.218148148148149,13.54961332189561,57,81,70.37037037037037,660.0,8,2.6380701754385965,3.4088178959852806,-0.7707477205466842,00-0031273,Cameron,Brate,84,C.Brate
2016,REG,0,Jesse James,TE,PIT,5.32025,3.4522311293429513,7.0575,7.571883270152349,39,60,65.0,338.0,3,3.4166666666666665,3.9877573198227276,-0.5710906531560611,00-0032135,Jesse,James,81,J.James
2016,REG,0,Adam Thielen,WR,MIN,5.294,2.753091457498803,10.974891304347825,24.705643424813058,69,92,75.0,967.0,5,4.365652173913045,5.12320333873206,-0.7575511648190156,00-0030035,Adam,Thielen,19,A.Thielen
2016,REG,0,Sterling Shepard,WR,NYG,5.260526315789474,2.735273368756398,9.326857142857142,19.990977400634037,65,105,61.904761904761905,683.0,8,4.222615384615385,4.826589307000953,-0.6039739223855678,00-0032385,Sterling,Shepard,87,S.Shepard
2016,REG,0,Zach Miller,TE,CHI,5.250204081632653,2.930819465583042,6.79765625,8.238537912802732,47,64,73.4375,486.0,4,4.684255319148936,4.439855414909532,0.24439990423940383,00-0027125,Zachary,Miller,86,Z.Miller
2016,REG,0,Jack Doyle,TE,IND,5.25,3.3325682856194163,6.818933333333335,9.78198914344954,59,75,78.66666666666666,584.0,5,4.146271186440678,4.778142179070877,-0.6318709926301995,00-0030181,Jack,Doyle,84,J.Doyle
2016,REG,0,Dez Bryant,WR,DAL,5.243936170212765,1.823326953163286,15.482708333333335,35.41324667093943,50,96,52.083333333333336,796.0,8,2.6567999999999996,3.50139038069464,-0.8445903806946404,00-0027902,Dez,Bryant,88,D.Bryant
2016,REG,0,Odell Beckham,WR,NYG,5.242732919254658,2.7587199940426155,11.352544378698225,39.16420518452441,101,169,59.76331360946746,1367.0,10,5.190891089108911,4.599534388815756,0.5913567002931552,00-0031235,Odell,Beckham,13,O.Beckham
2016,REG,0,Kamar Aiken,WR,BAL,5.196666666666666,3.367591061934661,12.121999999999998,11.543222808387451,29,50,57.99999999999999,328.0,1,3.534137931034484,4.679515372065828,-1.1453774410313442,00-0028497,Kamar,Aiken,11,K.Aiken
2016,REG,0,Chris Hogan,WR,NE,5.195178571428571,3.1679604473470047,13.671206896551723,17.778859003219758,38,58,65.51724137931035,680.0,4,6.675263157894738,5.906720445591999,0.7685427123027395,00-0028237,Chris,Hogan,15,C.Hogan
2016,REG,0,Malcolm Mitchell,WR,NE,5.191521739130435,2.5921711474912685,11.125,11.97320155337716,32,48,66.66666666666666,401.0,4,5.099687500000002,4.016661789343438,1.083025710656564,00-0032400,Malcolm,Mitchell,19,M.Mitchell
2016,REG,0,Anquan Boldin,WR,DET,5.176516853932584,2.409151276216126,6.720842105263158,13.521389241846677,67,95,70.52631578947368,584.0,8,3.130298507462687,3.469019497260713,-0.3387209897980261,00-0022084,Anquan,Boldin,80,A.Boldin
2016,REG,0,Gary Barnidge,TE,CLE,5.1667924528301885,2.7431703569961634,7.66158536585366,12.256551621883679,55,82,67.07317073170732,612.0,2,3.707090909090909,4.401377518890787,-0.6942866097998781,00-0026281,Gary,Barnidge,82,G.Barnidge
2016,REG,0,Dwayne Allen,TE,IND,5.1653125,2.9763941399873683,9.40403846153846,9.353350496731176,35,52,67.3076923076923,406.0,6,3.412571428571429,4.324943510057857,-0.9123720814864278,00-0029689,Dwayne,Allen,83,D.Allen
